,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
2,Operating Expenses,Grid Electricity Cost,0.0
3,Operating Expenses,Licensing and Permitting,0.0
4,Operating Expenses,Rent of land,0.0
5,Financing cash outflow,Capital gains taxes payable,0.0
6,Operating Expenses,Labor,0.0
7,Operating Expenses,Total annual maintenance,0.0
8,Operating Expenses,Installation cost,0.0
9,Operating Expenses,Sales tax,0.0
10,Financing cash outflow,Battery Storage,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Credit card fees,0.0
13,Operating Expenses,Non-depreciable assets,0.00010341944532748496
14,Financing cash outflow,Desalination,0.0007992373456789706
15,Operating Expenses,Desalination Fixed O&M Cost,0.003528705530277768
16,Financing cash outflow,Compression,0.00772974840752459
17,Operating Expenses,Cash on hand reserve,0.008120934749904676
18,Operating Expenses,Water,0.01261213720316623
19,Financing cash outflow,Hydrogen Storage,0.033283933076667056
20,Operating Expenses,Property insurance,0.047464511954583344
21,Operating Expenses,Var O&M,0.0727294438691778
22,Operating Expenses,Solar Plant Fixed O&M Cost,0.0907621400784495
23,Financing cash outflow,Solar Plant,0.17479429834155819
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.17791454018577896
25,Financing cash outflow,Income taxes payable,0.3069714175805035
26,Operating Expenses,Wind Plant Fixed O&M Cost,0.40249689823669477
27,Financing cash outflow,Wind Plant,0.5196998390307583
28,Financing cash outflow,Electrolysis system,0.6794537460406063
29,Financing cash outflow,Repayment of debt,0.7177887777585631
30,Financing cash outflow,Interest expense,1.0717624278672568
31,Financing cash outflow,Dividends paid,1.3707036994377442
32,Operating Revenue,Take or pay revenue,0.0
33,Operating Revenue,Incidental revenue,0.0
34,Financing cash inflow,One time capital incentive,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Cash on hand recovery,0.008120934749904678
37,Operating Revenue,Sale of non-depreciable assets,0.009340675982963358
38,Financing cash inflow,Monetized tax losses,0.20576168562569266
39,Financing cash inflow,Inflow of debt,0.7177887777585631
40,Financing cash inflow,Inflow of equity,1.0787132295479123
41,Operating Revenue,Hydrogen sales,3.6789945524751855
